scorer,DLC_resnet50_PERMar18shuffle1_10000,DLC_resnet50_PERMar18shuffle1_10000,DLC_resnet50_PERMar18shuffle1_10000,DLC_resnet50_PERMar18shuffle1_10000,DLC_resnet50_PERMar18shuffle1_10000,DLC_resnet50_PERMar18shuffle1_10000
bodyparts,Pbsc0,Pbsc0,Pbsc0,Pbsc1,Pbsc1,Pbsc1
coords,x,y,likelihood,x,y,likelihood
57,610.8439331054688,161.13919067382812,0.9950221180915833,592.471435546875,180.55906677246094,0.9656558036804199
58,610.6675415039062,161.0908203125,0.9944370985031128,592.4801635742188,180.33628845214844,0.9578273892402649
59,610.177978515625,161.1499481201172,0.9951324462890625,592.5777587890625,180.1398468017578,0.9697412848472595
60,610.3816528320312,161.25149536132812,0.9957057237625122,592.8768920898438,179.967041015625,0.9672449231147766
61,610.7662353515625,160.810546875,0.9933047294616699,592.760986328125,180.1805419921875,0.9658094048500061
62,610.638671875,161.34378051757812,0.9918324947357178,592.7341918945312,180.37347412109375,0.9685052037239075
63,610.63623046875,160.90487670898438,0.9927674531936646,592.0264892578125,180.3075408935547,0.9660322070121765
64,610.9202270507812,160.828369140625,0.9932202696800232,592.8880615234375,180.6343536376953,0.9605759382247925
65,610.0332641601562,161.01748657226562,0.9931888580322266,591.773193359375,180.2435302734375,0.9716333746910095
66,610.3082885742188,160.71246337890625,0.9934177994728088,592.2228393554688,180.3710479736328,0.9727860689163208
67,610.1561279296875,161.8190460205078,0.9963716864585876,591.1127319335938,182.41659545898438,0.9706346392631531
68,610.7586059570312,162.7283172607422,0.9974295496940613,591.6798706054688,187.33995056152344,0.961828887462616
69,610.30810546875,162.5297088623047,0.997238039970398,592.6266479492188,183.4047088623047,0.9598476886749268
70,610.324951171875,162.1574249267578,0.9970315098762512,592.4468383789062,183.4103546142578,0.9587244987487793
71,609.7490844726562,161.972900390625,0.997042179107666,590.1298217773438,187.5989532470703,0.9624653458595276
72,609.4429321289062,161.24610900878906,0.9966397285461426,590.81494140625,181.8538360595703,0.9517049789428711
73,608.1918334960938,162.13467407226562,0.9972869157791138,587.003173828125,190.42886352539062,0.9565222859382629
74,607.2337036132812,162.38064575195312,0.9976943731307983,584.3619995117188,208.00265502929688,0.9757270216941833
75,607.9373779296875,163.19210815429688,0.997877299785614,583.7579345703125,214.2537078857422,0.9939554929733276
76,608.171630859375,162.84947204589844,0.9978257417678833,583.0198974609375,215.26470947265625,0.9867657423019409
77,607.4653930664062,162.25326538085938,0.9977959990501404,581.7393798828125,209.96522521972656,0.9718059301376343
78,607.8416137695312,161.5438232421875,0.9975180625915527,587.8369750976562,191.82864379882812,0.9498593807220459
79,610.5632934570312,161.7869873046875,0.9961101412773132,593.0675048828125,180.46517944335938,0.9710439443588257
80,611.4134521484375,161.38101196289062,0.9943682551383972,591.921875,176.0467529296875,0.967742919921875
81,611.3203125,160.8975372314453,0.9934539198875427,591.4351196289062,175.79225158691406,0.9635234475135803
82,611.5570678710938,160.70982360839844,0.9933022856712341,591.2770385742188,175.02125549316406,0.9666264653205872
83,611.6740112304688,160.75880432128906,0.993550717830658,591.173095703125,175.39369201660156,0.9648870825767517
84,611.3568115234375,161.01318359375,0.9937442541122437,592.1714477539062,174.97488403320312,0.9663235545158386
85,612.1904907226562,161.05172729492188,0.9939172863960266,591.934814453125,175.2613525390625,0.9649447202682495
86,611.8102416992188,161.02259826660156,0.9931018352508545,591.7823486328125,175.3595428466797,0.960487961769104
87,611.3678588867188,160.9685516357422,0.9937324523925781,591.5052490234375,175.0654296875,0.9547170996665955
88,611.0856323242188,160.7253875732422,0.9934185147285461,592.34423828125,175.33895874023438,0.9530361890792847
89,611.1424560546875,160.89927673339844,0.9942702651023865,591.9767456054688,175.57177734375,0.95272296667099
90,610.84716796875,161.026611328125,0.9933520555496216,591.115966796875,175.41842651367188,0.9484905004501343
91,611.3179321289062,160.26968383789062,0.9924694895744324,590.6569213867188,175.10037231445312,0.9535467028617859
92,611.5996704101562,160.45578002929688,0.9931256771087646,591.968017578125,174.62701416015625,0.9542993307113647
93,612.0266723632812,160.4639129638672,0.9927402138710022,591.21435546875,174.388671875,0.9559330344200134
94,611.890625,160.6918487548828,0.9933129549026489,591.5994873046875,174.80136108398438,0.94383704662323
95,611.2080078125,160.6234130859375,0.9931357502937317,591.711181640625,174.88406372070312,0.9460269808769226
96,611.9078369140625,160.31919860839844,0.9919695258140564,592.5625,174.7126007080078,0.9386835098266602
97,612.1594848632812,160.72288513183594,0.9925183653831482,591.9251098632812,174.71006774902344,0.9451457858085632
98,611.5968627929688,160.5946807861328,0.9926403164863586,591.4342041015625,174.68240356445312,0.9409850239753723
99,611.78125,160.5047149658203,0.991239070892334,591.2938842773438,174.79238891601562,0.9419305324554443
100,611.5687255859375,160.4879913330078,0.9908986687660217,591.755615234375,175.16415405273438,0.9467055201530457
101,611.232421875,160.69476318359375,0.9929003119468689,591.61962890625,174.74224853515625,0.9508808851242065
102,611.4932250976562,159.7609405517578,0.9925996661186218,591.500732421875,174.9939422607422,0.9455385208129883
103,611.2882080078125,159.9342041015625,0.9919840693473816,590.475830078125,173.96295166015625,0.9451406598091125
104,610.4818725585938,160.4842071533203,0.9923530220985413,590.73046875,179.22621154785156,0.9828097224235535
105,610.470458984375,162.51559448242188,0.9971070885658264,590.7822875976562,179.5229034423828,0.9816179871559143
106,609.4856567382812,159.8092498779297,0.9914712309837341,589.30517578125,176.8622589111328,0.9847320318222046
107,607.8458251953125,160.19422912597656,0.995786726474762,589.5128173828125,179.82635498046875,0.9911164045333862
108,609.19970703125,159.4742431640625,0.9943881034851074,590.7032470703125,175.73492431640625,0.9880973100662231
109,609.065673828125,159.68173217773438,0.9945408701896667,590.7322387695312,178.69407653808594,0.9915425181388855
110,609.5233154296875,159.21163940429688,0.996261477470398,589.4348754882812,178.06089782714844,0.9879025220870972
111,611.55029296875,160.61366271972656,0.9970327019691467,588.895751953125,175.54693603515625,0.9788968563079834
112,611.8118896484375,160.33621215820312,0.9944630265235901,591.0888061523438,179.71981811523438,0.9709562063217163
113,612.6714477539062,161.9364013671875,0.9954681396484375,594.4176025390625,179.03944396972656,0.9744123816490173
114,608.33544921875,159.1212921142578,0.996738076210022,588.7767333984375,179.3170623779297,0.908772885799408
115,620.4168090820312,158.7706756591797,0.9871081113815308,596.5640869140625,177.0515899658203,0.9336053729057312
116,613.4165649414062,161.38595581054688,0.9983192682266235,591.0296630859375,180.52101135253906,0.9061926007270813
117,611.4928588867188,162.38925170898438,0.9973425269126892,592.310791015625,181.66192626953125,0.9327157139778137
118,606.7203979492188,157.76368713378906,0.9955813884735107,588.1942749023438,178.58364868164062,0.9384414553642273
119,609.856201171875,157.29017639160156,0.9945745468139648,588.18212890625,177.4658966064453,0.9082891941070557
120,611.1832885742188,163.02456665039062,0.9981265068054199,592.2723388671875,179.81805419921875,0.9574146866798401
121,608.6266479492188,160.58685302734375,0.9960029125213623,586.0056762695312,181.96923828125,0.9092580080032349
122,611.5078125,163.45022583007812,0.9977354407310486,591.5411987304688,179.97247314453125,0.9637855291366577
123,613.1627197265625,160.96839904785156,0.9976038336753845,592.4733276367188,179.34906005859375,0.9645766019821167
124,610.739013671875,161.5739288330078,0.9989159107208252,591.2646484375,181.8430938720703,0.9791593551635742
125,614.4281005859375,160.9719696044922,0.9961916208267212,594.7904052734375,179.6798553466797,0.9815986752510071
126,610.2639770507812,164.97879028320312,0.9972017407417297,591.9441528320312,186.29571533203125,0.9773260354995728
127,609.9912719726562,164.5780487060547,0.9962435364723206,591.2386474609375,185.49351501464844,0.9596162438392639
128,610.9342041015625,161.17575073242188,0.9973935484886169,593.3741455078125,184.98902893066406,0.9817997813224792
129,613.2696533203125,162.64273071289062,0.9963186979293823,597.1672973632812,187.9386749267578,0.9306948184967041
130,614.1202392578125,162.52230834960938,0.9940996170043945,598.1883544921875,189.67642211914062,0.9212242960929871
131,612.5032958984375,163.7141571044922,0.9951958060264587,595.2537231445312,181.753662109375,0.9631977081298828
132,612.5928955078125,162.16847229003906,0.9948806166648865,591.7510375976562,181.46136474609375,0.9403928518295288
133,611.5814208984375,162.84432983398438,0.9950048327445984,590.4896850585938,184.03985595703125,0.8796931505203247
134,612.0984497070312,162.5779266357422,0.9963114261627197,591.577880859375,180.18324279785156,0.9512750506401062
135,611.6243286132812,163.6063232421875,0.997917115688324,589.4999389648438,179.03704833984375,0.9565190672874451
136,610.4716796875,163.32699584960938,0.9973219633102417,592.2601928710938,183.1151885986328,0.9559581875801086
137,610.504150390625,163.49366760253906,0.9968968033790588,590.1458740234375,186.68167114257812,0.9418914318084717
138,610.46044921875,163.33721923828125,0.9975324869155884,590.09375,181.36181640625,0.973575234413147
139,610.9493408203125,162.818115234375,0.9959951043128967,590.8704833984375,181.37176513671875,0.9902474284172058
140,611.844482421875,158.63101196289062,0.98694908618927,592.8442993164062,181.5550079345703,0.9728063344955444
141,617.8678588867188,155.7593231201172,0.987197995185852,596.132568359375,178.260498046875,0.9743467569351196
142,619.2566528320312,156.8408203125,0.9857299327850342,597.547119140625,180.02227783203125,0.9086723923683167
143,611.0640258789062,159.26748657226562,0.9943231344223022,594.0379028320312,178.78472900390625,0.9839755296707153
144,610.2941284179688,160.39126586914062,0.9943813681602478,589.8922729492188,179.73460388183594,0.9753280282020569
145,612.4522705078125,163.9918975830078,0.9974604845046997,592.2588500976562,182.94332885742188,0.967318594455719
146,612.669189453125,162.76893615722656,0.9973289966583252,591.1936645507812,180.8994140625,0.9687489867210388
147,607.7809448242188,160.29132080078125,0.9969499111175537,590.2488403320312,181.47467041015625,0.9894117116928101
148,607.3642578125,161.9522247314453,0.997103750705719,588.7308959960938,180.6978302001953,0.9836063981056213
149,607.8373413085938,162.49148559570312,0.9970625638961792,588.6286010742188,183.64210510253906,0.8381008505821228
150,612.7251586914062,162.46568298339844,0.9969994425773621,592.8789672851562,175.69566345214844,0.9809233546257019
151,605.8198852539062,162.4364776611328,0.9972819089889526,590.4752807617188,182.91184997558594,0.9453420042991638
152,606.84912109375,164.99156188964844,0.9953893423080444,590.8589477539062,182.45477294921875,0.9345382452011108
153,622.4360961914062,160.1045684814453,0.9783904552459717,599.525146484375,181.6092529296875,0.940456748008728
154,622.2625732421875,160.06732177734375,0.989910364151001,599.0112915039062,182.47512817382812,0.9358554482460022
155,613.19189453125,167.51473999023438,0.9970554709434509,595.234619140625,182.28627014160156,0.9784897565841675
156,611.0348510742188,161.0262451171875,0.9974349737167358,593.2229614257812,179.49853515625,0.9770267009735107
157,610.5750732421875,160.9546661376953,0.9974770545959473,590.3856811523438,178.9344482421875,0.9926866292953491
158,608.4866943359375,160.19752502441406,0.9947017431259155,590.0762329101562,181.3865203857422,0.9803349375724792
159,612.5945434570312,162.67828369140625,0.9948073625564575,593.6137084960938,180.67538452148438,0.9532110691070557
160,613.1422729492188,164.21145629882812,0.996123194694519,594.9066772460938,183.81935119628906,0.9208245277404785
161,610.3726806640625,163.06866455078125,0.9968546628952026,590.3623657226562,184.53489685058594,0.9648556113243103
162,607.8887329101562,162.7093048095703,0.9976853728294373,590.5518188476562,184.4077606201172,0.8991028666496277
163,609.6575317382812,163.6715087890625,0.9968039989471436,593.4114990234375,187.03012084960938,0.9685448408126831
164,608.1551513671875,161.3709716796875,0.9975708723068237,590.2389526367188,185.2981719970703,0.8608571290969849
165,606.05517578125,161.89675903320312,0.9973893165588379,588.7777099609375,196.22171020507812,0.7175294756889343
166,609.231689453125,163.49716186523438,0.9959816336631775,590.0006713867188,189.08489990234375,0.9736093282699585
167,608.6106567382812,160.85623168945312,0.9972153306007385,593.1278076171875,184.87002563476562,0.9595305323600769
168,609.993408203125,159.565185546875,0.9943379163742065,592.3681640625,178.20025634765625,0.9058408141136169
169,608.8348388671875,161.52903747558594,0.9982273578643799,595.2622680664062,187.3406524658203,0.898935079574585
170,610.318603515625,162.91668701171875,0.9973199367523193,592.4567260742188,185.51742553710938,0.9650806188583374
171,610.1866455078125,162.03858947753906,0.9971233010292053,593.1993408203125,185.6640625,0.9633817672729492
172,607.48486328125,159.15187072753906,0.9946142435073853,591.7334594726562,182.70643615722656,0.9823189377784729
173,608.9271240234375,160.1069793701172,0.9957817792892456,593.4229736328125,185.74615478515625,0.9660801291465759
174,609.1441040039062,163.68319702148438,0.9971057772636414,591.8593139648438,189.31356811523438,0.9902139902114868
175,608.114501953125,159.81541442871094,0.995836079120636,593.2093505859375,183.6536865234375,0.984058141708374
176,607.2063598632812,159.7624969482422,0.9969225525856018,591.5127563476562,184.1925811767578,0.9804614782333374
177,614.7669677734375,163.98402404785156,0.9941122531890869,593.9046630859375,178.5423583984375,0.9347726702690125
178,608.2710571289062,161.48953247070312,0.9960717558860779,592.7715454101562,185.4546661376953,0.965735912322998
179,613.0646362304688,162.37213134765625,0.9925435185432434,593.03857421875,181.14700317382812,0.969480037689209
180,616.3860473632812,161.71823120117188,0.9916608333587646,595.0357666015625,178.7103271484375,0.9581689834594727
181,610.482421875,165.22201538085938,0.9975870251655579,591.9166870117188,185.11477661132812,0.958541750907898
182,607.6133422851562,164.2725372314453,0.9976484775543213,589.6429443359375,183.00527954101562,0.9639493823051453
183,610.1050415039062,164.8042755126953,0.9981801509857178,590.4359741210938,188.84654235839844,0.9633433222770691
184,613.2318725585938,162.12371826171875,0.9952647686004639,591.7369384765625,179.80325317382812,0.9531365036964417
185,606.3588256835938,161.22569274902344,0.9964070916175842,589.5845947265625,183.6431884765625,0.9780837893486023
186,612.188232421875,162.55348205566406,0.9954855442047119,593.2213745117188,180.3440399169922,0.9702491760253906
187,613.2704467773438,163.78213500976562,0.9977614879608154,591.3059692382812,182.31321716308594,0.8426851630210876
188,611.9385375976562,162.27542114257812,0.9977402091026306,592.688720703125,183.04165649414062,0.9665915966033936
189,613.991455078125,162.8534393310547,0.9963886737823486,594.1612548828125,180.8914031982422,0.970735490322113
190,615.084716796875,161.96478271484375,0.9965597987174988,592.51611328125,179.65194702148438,0.9674656391143799
191,617.6527099609375,161.67042541503906,0.9955815076828003,595.3895874023438,176.7230224609375,0.9733672738075256
192,618.3773803710938,158.02267456054688,0.9895066022872925,593.640869140625,170.6725311279297,0.9727166891098022
193,616.3715209960938,160.05909729003906,0.9868563413619995,594.0435791015625,179.01333618164062,0.9753010272979736
194,612.3701782226562,162.65371704101562,0.9975133538246155,591.707275390625,177.9493408203125,0.971724808216095
195,614.119140625,158.8409881591797,0.9952859878540039,591.5988159179688,171.79949951171875,0.9725877642631531
196,612.0090942382812,160.99192810058594,0.9974940419197083,591.9635009765625,179.7825927734375,0.9678416848182678
197,611.959716796875,161.8451690673828,0.9970428347587585,590.821044921875,180.846923828125,0.9533522129058838
198,612.528076171875,162.01675415039062,0.9978617429733276,590.8274536132812,180.26263427734375,0.9855693578720093
199,610.6090087890625,161.01414489746094,0.9972801208496094,591.99609375,178.8153839111328,0.9909060597419739
200,608.7938842773438,160.7171630859375,0.9974275827407837,592.2020874023438,181.9228057861328,0.9887038469314575
201,609.4254150390625,160.48175048828125,0.997678816318512,591.0742797851562,178.93150329589844,0.9917405843734741
202,610.7890625,158.88616943359375,0.9968442320823669,593.649658203125,178.17822265625,0.9805657267570496
203,609.3780517578125,159.53036499023438,0.9971331357955933,590.7557373046875,177.50613403320312,0.9885573387145996
204,608.4137573242188,160.8608856201172,0.9972734451293945,589.0081176757812,179.5128631591797,0.9868533611297607
205,608.7272338867188,161.9222412109375,0.9964457154273987,589.32958984375,181.43748474121094,0.9752200245857239
206,610.149658203125,163.21060180664062,0.9980341792106628,590.2516479492188,181.0074920654297,0.9686540961265564
207,612.0936889648438,163.73696899414062,0.9982830882072449,591.95947265625,185.0255126953125,0.955426037311554
208,610.00390625,161.50567626953125,0.9967626929283142,592.7188720703125,190.12303161621094,0.9813290238380432
209,608.6032104492188,162.35389709472656,0.9966568946838379,592.1033325195312,185.50376892089844,0.9773650169372559
210,611.9467163085938,162.70286560058594,0.9957254528999329,595.2342529296875,182.34982299804688,0.9664134979248047
211,610.7756958007812,162.03883361816406,0.994695246219635,594.5745849609375,182.7099151611328,0.9511943459510803
212,609.2953491210938,162.64407348632812,0.9950612783432007,594.8663940429688,188.2293243408203,0.9770528078079224
213,610.2775268554688,166.28091430664062,0.9967880845069885,594.3265991210938,186.84068298339844,0.9853823184967041
214,607.1648559570312,163.62347412109375,0.9953274726867676,592.0270385742188,187.8861083984375,0.9858152866363525
215,607.6964111328125,159.54254150390625,0.9926703572273254,590.6364135742188,184.50961303710938,0.9760395288467407
216,608.8668823242188,159.5011749267578,0.9948036670684814,590.8655395507812,178.65029907226562,0.9734519124031067
217,607.6856689453125,159.39682006835938,0.9902794361114502,592.9578857421875,181.2991943359375,0.967495322227478
218,610.4201049804688,163.21237182617188,0.9969897270202637,593.5110473632812,183.11387634277344,0.9738790392875671
219,609.1716918945312,161.75772094726562,0.9969600439071655,592.4640502929688,182.25244140625,0.977018415927887
220,609.567626953125,162.26907348632812,0.997067928314209,592.467529296875,182.33612060546875,0.988533616065979
221,608.223876953125,159.96148681640625,0.986482560634613,593.0678100585938,179.73458862304688,0.9727523922920227
222,606.9985961914062,159.5178680419922,0.9913990497589111,593.150390625,184.93067932128906,0.9750267863273621
223,606.9148559570312,161.15992736816406,0.9930356740951538,591.5545654296875,184.53860473632812,0.9802457690238953
224,607.0722045898438,161.5096435546875,0.9934195876121521,593.268310546875,185.7932586669922,0.9838230609893799
225,606.6883544921875,161.92344665527344,0.9927768707275391,593.4863891601562,187.42124938964844,0.9836775660514832
226,605.7081298828125,160.28126525878906,0.9924670457839966,593.1055908203125,186.31480407714844,0.9808430671691895
227,606.7254638671875,160.1025848388672,0.9934015274047852,593.5206298828125,184.7017059326172,0.9743695855140686
228,607.63671875,160.02935791015625,0.9939306974411011,593.3816528320312,185.95684814453125,0.9831728339195251
229,608.6844482421875,160.41429138183594,0.9937700629234314,594.4401245117188,185.4998779296875,0.9752327799797058
230,609.3984375,160.07009887695312,0.9938206672668457,593.6563720703125,184.9085235595703,0.9795441031455994
231,609.2300415039062,159.9782257080078,0.9957132339477539,593.104248046875,186.3788299560547,0.980624258518219
232,609.8506469726562,160.23538208007812,0.9958416819572449,593.4392700195312,186.03196716308594,0.9805094003677368
233,610.7433471679688,160.702880859375,0.9946019649505615,593.4283447265625,186.5870361328125,0.9754751324653625
234,610.399658203125,159.53269958496094,0.9935703277587891,593.8322143554688,186.26272583007812,0.9712967872619629
235,610.8631591796875,159.49368286132812,0.9937024712562561,590.7384033203125,179.8162078857422,0.9503899812698364
236,610.9561157226562,159.47763061523438,0.9926190972328186,589.927978515625,183.0672149658203,0.9534326195716858
237,611.1400756835938,159.6816864013672,0.9907519221305847,591.1409301757812,178.50363159179688,0.9428836703300476
238,611.6280517578125,159.42469787597656,0.9929089546203613,591.1942138671875,177.84133911132812,0.9472974538803101
239,611.2793579101562,159.4507598876953,0.9914616346359253,591.7406005859375,177.659423828125,0.9415755867958069
240,611.105224609375,159.21441650390625,0.9908171892166138,591.6026000976562,177.49740600585938,0.9498270750045776
241,610.8551025390625,159.9381103515625,0.9894272685050964,592.2876586914062,177.25482177734375,0.9524199366569519
242,610.7244262695312,160.20272827148438,0.9916095733642578,591.8501586914062,177.3515625,0.9552640914916992
243,611.1923828125,160.23440551757812,0.990266740322113,592.5741577148438,177.222900390625,0.9534831047058105
244,610.6305541992188,159.8713836669922,0.9907090663909912,592.0482177734375,176.9320831298828,0.9564250111579895
245,610.3822021484375,159.9923858642578,0.9912168979644775,591.6904296875,176.50970458984375,0.9544833898544312
246,610.9527587890625,160.0,0.9924703240394592,591.7213134765625,176.39480590820312,0.9602609872817993
247,611.3323974609375,159.89410400390625,0.9920703768730164,592.1151733398438,176.99200439453125,0.9564995169639587
248,610.8828735351562,159.81051635742188,0.9917492270469666,590.0384521484375,181.00379943847656,0.9590328335762024
249,610.01953125,159.67906188964844,0.9921675324440002,590.014404296875,180.30487060546875,0.9596216082572937
250,610.5140380859375,159.89979553222656,0.9926324486732483,591.6168212890625,176.305908203125,0.9615032076835632
251,609.9036254882812,159.97052001953125,0.9923557639122009,590.4235229492188,181.86874389648438,0.9586434960365295
252,609.1205444335938,159.54339599609375,0.9918316602706909,590.3780517578125,181.6793670654297,0.9720330238342285
253,610.1551513671875,159.504638671875,0.9914467930793762,590.2164306640625,180.724853515625,0.9741177558898926
254,609.4607543945312,159.68423461914062,0.9912606477737427,589.96240234375,181.51449584960938,0.9692232608795166
255,610.1753540039062,159.19850158691406,0.9910863637924194,590.7216796875,180.73509216308594,0.965875506401062
256,609.8317260742188,159.078857421875,0.9911392331123352,590.486328125,180.94140625,0.9717308878898621
257,609.603759765625,159.4383544921875,0.9911028742790222,590.2927856445312,180.66966247558594,0.9710776805877686
258,610.1395874023438,159.5298309326172,0.9907367825508118,589.7196655273438,180.64730834960938,0.9709293842315674
259,609.7745971679688,159.65354919433594,0.9911608695983887,589.0770263671875,180.75619506835938,0.9711272120475769
260,609.8970947265625,159.3721923828125,0.9902161359786987,589.2943115234375,180.05369567871094,0.974191427230835
261,610.7161865234375,159.3311309814453,0.9927040934562683,590.0997314453125,180.2908935546875,0.9682831168174744
