500, 0.02495, 0.005
1000, 0.01353, 0.005
1500, 0.01080, 0.005
2000, 0.00977, 0.005
2500, 0.00868, 0.005
3000, 0.00807, 0.005
3500, 0.00740, 0.005
4000, 0.00743, 0.005
4500, 0.00707, 0.005
5000, 0.00678, 0.005
5500, 0.00619, 0.005
6000, 0.00612, 0.005
6500, 0.00553, 0.005
7000, 0.00569, 0.005
7500, 0.00578, 0.005
8000, 0.00530, 0.005
8500, 0.00541, 0.005
9000, 0.00508, 0.005
9500, 0.00493, 0.005
10000, 0.00477, 0.005
10500, 0.00839, 0.02
11000, 0.00771, 0.02
